WHORegionName,Year,Iso3,CountryTerritoryArea,Specimen,PathogenName,AntibioticName,InterpretableAST,Resistant,ResistancePercentage,SourceFile
Eastern Mediterranean Region,2020,IRN,Iran (Islamic Republic of),Bloodstream,Acinetobacter spp.,Imipenem,231,187,80.952380952,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,IRQ,Iraq,Bloodstream,Acinetobacter spp.,Imipenem,99,60,60.606060606,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,JOR,Jordan,Bloodstream,Acinetobacter spp.,Imipenem,59,37,62.711864407,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,KWT,Kuwait,Bloodstream,Acinetobacter spp.,Imipenem,67,59,88.059701493,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,LBN,Lebanon,Bloodstream,Acinetobacter spp.,Imipenem,54,45,83.333333333,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,LBY,Libya,Bloodstream,Acinetobacter spp.,Imipenem,23,16,69.565217391,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,OMN,Oman,Bloodstream,Acinetobacter spp.,Imipenem,31,30,96.774193548,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,PAK,Pakistan,Bloodstream,Acinetobacter spp.,Imipenem,340,204,60,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,QAT,Qatar,Bloodstream,Acinetobacter spp.,Imipenem,27,4,14.814814815,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,SAU,Saudi Arabia,Bloodstream,Acinetobacter spp.,Imipenem,476,417,87.605042017,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,TUN,Tunisia,Bloodstream,Acinetobacter spp.,Imipenem,113,96,84.955752212,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,ARE,United Arab Emirates,Bloodstream,Acinetobacter spp.,Imipenem,115,58,50.434782609,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,PSE,"occupied Palestinian territory, including east Jerusalem",Bloodstream,Acinetobacter spp.,Imipenem,30,25,83.333333333,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,BHR,Bahrain,Bloodstream,Acinetobacter spp.,Meropenem,96,88,91.666666667,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,EGY,Egypt,Bloodstream,Acinetobacter spp.,Meropenem,29,27,93.103448276,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,IRN,Iran (Islamic Republic of),Bloodstream,Acinetobacter spp.,Meropenem,292,257,88.01369863,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,IRQ,Iraq,Bloodstream,Acinetobacter spp.,Meropenem,74,48,64.864864865,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,JOR,Jordan,Bloodstream,Acinetobacter spp.,Meropenem,60,43,71.666666667,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,KWT,Kuwait,Bloodstream,Acinetobacter spp.,Meropenem,67,59,88.059701493,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,LBN,Lebanon,Bloodstream,Acinetobacter spp.,Meropenem,16,13,81.25,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,LBY,Libya,Bloodstream,Acinetobacter spp.,Meropenem,11,9,81.818181818,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,OMN,Oman,Bloodstream,Acinetobacter spp.,Meropenem,67,55,82.089552239,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,PAK,Pakistan,Bloodstream,Acinetobacter spp.,Meropenem,280,177,63.214285714,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,QAT,Qatar,Bloodstream,Acinetobacter spp.,Meropenem,29,4,13.793103448,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,SAU,Saudi Arabia,Bloodstream,Acinetobacter spp.,Meropenem,472,414,87.711864407,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,TUN,Tunisia,Bloodstream,Acinetobacter spp.,Meropenem,103,93,90.291262136,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,ARE,United Arab Emirates,Bloodstream,Acinetobacter spp.,Meropenem,124,61,49.193548387,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2020,PSE,"occupied Palestinian territory, including east Jerusalem",Bloodstream,Acinetobacter spp.,Meropenem,56,45,80.357142857,1784926664571_Resistance_to_antibiotics_in_2020_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,BHR,Bahrain,Bloodstream,Acinetobacter spp.,Imipenem,125,114,91.2,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,IRN,Iran (Islamic Republic of),Bloodstream,Acinetobacter spp.,Imipenem,390,357,91.538461538,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,IRQ,Iraq,Bloodstream,Acinetobacter spp.,Imipenem,207,122,58.937198068,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,JOR,Jordan,Bloodstream,Acinetobacter spp.,Imipenem,87,55,63.218390805,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,KWT,Kuwait,Bloodstream,Acinetobacter spp.,Imipenem,59,45,76.271186441,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,LBN,Lebanon,Bloodstream,Acinetobacter spp.,Imipenem,58,50,86.206896552,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,MAR,Morocco,Bloodstream,Acinetobacter spp.,Imipenem,111,85,76.576576577,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,OMN,Oman,Bloodstream,Acinetobacter spp.,Imipenem,91,76,83.516483516,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,PAK,Pakistan,Bloodstream,Acinetobacter spp.,Imipenem,1697,1123,66.175604007,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,QAT,Qatar,Bloodstream,Acinetobacter spp.,Imipenem,13,0,0,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,SAU,Saudi Arabia,Bloodstream,Acinetobacter spp.,Imipenem,196,164,83.673469388,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,TUN,Tunisia,Bloodstream,Acinetobacter spp.,Imipenem,131,118,90.076335878,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,ARE,United Arab Emirates,Bloodstream,Acinetobacter spp.,Imipenem,201,105,52.23880597,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,BHR,Bahrain,Bloodstream,Acinetobacter spp.,Meropenem,125,113,90.4,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,IRN,Iran (Islamic Republic of),Bloodstream,Acinetobacter spp.,Meropenem,495,399,80.606060606,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,IRQ,Iraq,Bloodstream,Acinetobacter spp.,Meropenem,189,102,53.968253968,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,JOR,Jordan,Bloodstream,Acinetobacter spp.,Meropenem,90,56,62.222222222,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,KWT,Kuwait,Bloodstream,Acinetobacter spp.,Meropenem,63,47,74.603174603,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,OMN,Oman,Bloodstream,Acinetobacter spp.,Meropenem,246,205,83.333333333,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,PAK,Pakistan,Bloodstream,Acinetobacter spp.,Meropenem,1668,1097,65.767386091,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,QAT,Qatar,Bloodstream,Acinetobacter spp.,Meropenem,13,0,0,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,SAU,Saudi Arabia,Bloodstream,Acinetobacter spp.,Meropenem,197,165,83.756345178,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,TUN,Tunisia,Bloodstream,Acinetobacter spp.,Meropenem,119,112,94.117647059,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2021,ARE,United Arab Emirates,Bloodstream,Acinetobacter spp.,Meropenem,218,116,53.211009174,1784926664570_Resistance_to_antibiotics_in_2021_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,BHR,Bahrain,Bloodstream,Acinetobacter spp.,Imipenem,106,90,84.905660377,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,EGY,Egypt,Bloodstream,Acinetobacter spp.,Imipenem,23,21,91.304347826,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,IRN,Iran (Islamic Republic of),Bloodstream,Acinetobacter spp.,Imipenem,446,405,90.807174888,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,IRQ,Iraq,Bloodstream,Acinetobacter spp.,Imipenem,410,275,67.073170732,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,JOR,Jordan,Bloodstream,Acinetobacter spp.,Imipenem,310,232,74.838709677,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,KWT,Kuwait,Bloodstream,Acinetobacter spp.,Imipenem,140,91,65,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,LBN,Lebanon,Bloodstream,Acinetobacter spp.,Imipenem,22,15,68.181818182,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,MAR,Morocco,Bloodstream,Acinetobacter spp.,Imipenem,150,131,87.333333333,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,OMN,Oman,Bloodstream,Acinetobacter spp.,Imipenem,66,49,74.242424242,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,PAK,Pakistan,Bloodstream,Acinetobacter spp.,Imipenem,3064,1850,60.378590078,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,QAT,Qatar,Bloodstream,Acinetobacter spp.,Imipenem,17,0,0,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,SAU,Saudi Arabia,Bloodstream,Acinetobacter spp.,Imipenem,212,171,80.660377358,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,SYR,Syrian Arab Republic,Bloodstream,Acinetobacter spp.,Imipenem,24,23,95.833333333,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,TUN,Tunisia,Bloodstream,Acinetobacter spp.,Imipenem,77,53,68.831168831,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,ARE,United Arab Emirates,Bloodstream,Acinetobacter spp.,Imipenem,123,25,20.325203252,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,YEM,Yemen,Bloodstream,Acinetobacter spp.,Imipenem,42,29,69.047619048,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,BHR,Bahrain,Bloodstream,Acinetobacter spp.,Meropenem,106,90,84.905660377,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,EGY,Egypt,Bloodstream,Acinetobacter spp.,Meropenem,21,19,90.476190476,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,IRN,Iran (Islamic Republic of),Bloodstream,Acinetobacter spp.,Meropenem,348,313,89.942528736,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,IRQ,Iraq,Bloodstream,Acinetobacter spp.,Meropenem,405,260,64.197530864,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,JOR,Jordan,Bloodstream,Acinetobacter spp.,Meropenem,220,166,75.454545455,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,KWT,Kuwait,Bloodstream,Acinetobacter spp.,Meropenem,148,95,64.189189189,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,LBN,Lebanon,Bloodstream,Acinetobacter spp.,Meropenem,22,15,68.181818182,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,MAR,Morocco,Bloodstream,Acinetobacter spp.,Meropenem,13,11,84.615384615,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,OMN,Oman,Bloodstream,Acinetobacter spp.,Meropenem,127,84,66.141732283,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,PAK,Pakistan,Bloodstream,Acinetobacter spp.,Meropenem,3241,2003,61.80191299,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,QAT,Qatar,Bloodstream,Acinetobacter spp.,Meropenem,17,0,0,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,SAU,Saudi Arabia,Bloodstream,Acinetobacter spp.,Meropenem,215,171,79.534883721,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,SYR,Syrian Arab Republic,Bloodstream,Acinetobacter spp.,Meropenem,17,16,94.117647059,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,TUN,Tunisia,Bloodstream,Acinetobacter spp.,Meropenem,46,28,60.869565217,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,ARE,United Arab Emirates,Bloodstream,Acinetobacter spp.,Meropenem,149,31,20.805369128,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2022,YEM,Yemen,Bloodstream,Acinetobacter spp.,Meropenem,19,13,68.421052632,1784926664570_Resistance_to_antibiotics_in_2022_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,BHR,Bahrain,Bloodstream,Acinetobacter spp.,Imipenem,101,77,76.237623762,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,EGY,Egypt,Bloodstream,Acinetobacter spp.,Imipenem,80,56,70,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,IRN,Iran (Islamic Republic of),Bloodstream,Acinetobacter spp.,Imipenem,511,425,83.170254403,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,IRQ,Iraq,Bloodstream,Acinetobacter spp.,Imipenem,457,358,78.336980306,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,JOR,Jordan,Bloodstream,Acinetobacter spp.,Imipenem,308,231,75,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,KWT,Kuwait,Bloodstream,Acinetobacter spp.,Imipenem,100,56,56,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,MAR,Morocco,Bloodstream,Acinetobacter spp.,Imipenem,268,243,90.671641791,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,OMN,Oman,Bloodstream,Acinetobacter spp.,Imipenem,128,68,53.125,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,PAK,Pakistan,Bloodstream,Acinetobacter spp.,Imipenem,2456,1638,66.693811075,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,QAT,Qatar,Bloodstream,Acinetobacter spp.,Imipenem,39,1,2.564102564,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,SAU,Saudi Arabia,Bloodstream,Acinetobacter spp.,Imipenem,155,120,77.419354839,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,TUN,Tunisia,Bloodstream,Acinetobacter spp.,Imipenem,158,131,82.911392405,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,ARE,United Arab Emirates,Bloodstream,Acinetobacter spp.,Imipenem,135,15,11.111111111,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,YEM,Yemen,Bloodstream,Acinetobacter spp.,Imipenem,53,28,52.830188679,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,PSE,"occupied Palestinian territory, including east Jerusalem",Bloodstream,Acinetobacter spp.,Imipenem,76,40,52.631578947,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,BHR,Bahrain,Bloodstream,Acinetobacter spp.,Meropenem,101,78,77.227722772,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,EGY,Egypt,Bloodstream,Acinetobacter spp.,Meropenem,84,58,69.047619048,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,IRN,Iran (Islamic Republic of),Bloodstream,Acinetobacter spp.,Meropenem,475,406,85.473684211,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,IRQ,Iraq,Bloodstream,Acinetobacter spp.,Meropenem,499,363,72.745490982,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,JOR,Jordan,Bloodstream,Acinetobacter spp.,Meropenem,253,183,72.33201581,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,KWT,Kuwait,Bloodstream,Acinetobacter spp.,Meropenem,108,58,53.703703704,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,MAR,Morocco,Bloodstream,Acinetobacter spp.,Meropenem,159,157,98.742138365,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,OMN,Oman,Bloodstream,Acinetobacter spp.,Meropenem,231,129,55.844155844,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,PAK,Pakistan,Bloodstream,Acinetobacter spp.,Meropenem,2482,1708,68.815471394,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,QAT,Qatar,Bloodstream,Acinetobacter spp.,Meropenem,42,1,2.380952381,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,SAU,Saudi Arabia,Bloodstream,Acinetobacter spp.,Meropenem,167,118,70.658682635,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,TUN,Tunisia,Bloodstream,Acinetobacter spp.,Meropenem,155,132,85.161290323,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,ARE,United Arab Emirates,Bloodstream,Acinetobacter spp.,Meropenem,144,15,10.416666667,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,YEM,Yemen,Bloodstream,Acinetobacter spp.,Meropenem,54,37,68.518518519,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
Eastern Mediterranean Region,2023,PSE,"occupied Palestinian territory, including east Jerusalem",Bloodstream,Acinetobacter spp.,Meropenem,120,77,64.166666667,1784926664569_Resistance_to_antibiotics_in_2023_Eastern_Mediterranean_Region-Bloodstream.csv
European Region,2020,AUT,Austria,Bloodstream,Acinetobacter spp.,Imipenem,35,4,11.428571429,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,BEL,Belgium,Bloodstream,Acinetobacter spp.,Imipenem,46,1,2.173913043,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,BIH,Bosnia and Herzegovina,Bloodstream,Acinetobacter spp.,Imipenem,348,340,97.701149425,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,HRV,Croatia,Bloodstream,Acinetobacter spp.,Imipenem,225,217,96.444444444,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,CYP,Cyprus,Bloodstream,Acinetobacter spp.,Imipenem,116,94,81.034482759,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,CZE,Czechia,Bloodstream,Acinetobacter spp.,Imipenem,82,27,32.926829268,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,FRA,France,Bloodstream,Acinetobacter spp.,Imipenem,684,21,3.070175439,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,GEO,Georgia,Bloodstream,Acinetobacter spp.,Imipenem,171,115,67.251461988,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,DEU,Germany,Bloodstream,Acinetobacter spp.,Imipenem,544,19,3.492647059,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,GRC,Greece,Bloodstream,Acinetobacter spp.,Imipenem,662,627,94.712990937,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,ITA,Italy,Bloodstream,Acinetobacter spp.,Imipenem,1449,1234,85.162180814,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,XKX,Kosovo,Bloodstream,Acinetobacter spp.,Imipenem,59,50,84.745762712,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,LVA,Latvia,Bloodstream,Acinetobacter spp.,Imipenem,50,43,86,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,LTU,Lithuania,Bloodstream,Acinetobacter spp.,Imipenem,134,127,94.776119403,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,NLD,Netherlands (Kingdom of the),Bloodstream,Acinetobacter spp.,Imipenem,109,1,0.917431193,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
European Region,2020,MKD,North Macedonia,Bloodstream,Acinetobacter spp.,Imipenem,39,37,94.871794872,Resistance_to_antibiotics_in_2020_European_Region-Bloodstream.csv
